"Dataset","GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display","Numeric","Low","High","Comments"
"CYCU","WHS7_105","PUBLISHED","2011","AFR","TZA","108.0","107.95",,,
"CYCU","WHS7_105","PUBLISHED","2001","AMR","CAN","2737.1","2737.06",,,
"CYCU","WHS7_104","PUBLISHED","2003","EMR","LBN","187.1","187.12",,,
"CYCU","WHS7_104","PUBLISHED","2006","AMR","ECU","68.3","68.31",,,
"CYCU","WHS7_156","PUBLISHED","2001","AMR","GUY","54.3","54.25",,,
"CYCU","WHS7_105","PUBLISHED","1998","AMR","NIC","123.2","123.18",,,
"CYCU","WHS7_108","PUBLISHED","2011","AMR","DMA","535.8","535.8",,,
"CYCU","WHS7_104","PUBLISHED","2011","AMR","PER","161.0","161.01",,,
"CYCU","WHS7_156","PUBLISHED","2002","AMR","BLZ","162.2","162.22",,,
"CYCU","WHS7_156","PUBLISHED","1997","EUR","GRC","1067.1","1067.11",,,
"CYCU","WHS7_156","PUBLISHED","2002","EMR","JOR","189.3","189.25",,,
"CYCU","WHS7_108","PUBLISHED","2008","EUR","POL","890.9","890.86",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","TJK","8.5","8.54",,,
"CYCU","WHS7_156","PUBLISHED","2004","EUR","UKR","90.4","90.37",,,
"CYCU","WHS7_156","PUBLISHED","2003","AFR","DZA","74.1","74.05",,,
"CYCU","WHS7_104","PUBLISHED","1997","AFR","GNB","5.3","5.27",,,
"CYCU","WHS7_156","PUBLISHED","2002","AFR","SYC","370.7","370.73",,,
"CYCU","WHS7_108","PUBLISHED","2000","AMR","ATG","394.5","394.49",,,
"CYCU","WHS7_105","PUBLISHED","1996","EMR","TUN","255.6","255.6",,,
"CYCU","WHS7_156","PUBLISHED","1997","WPR","NIU","413.6","413.62",,,
"CYCU","WHS7_108","PUBLISHED","2008","EMR","SAU","460.4","460.36",,,
"CYCU","WHS7_105","PUBLISHED","2012","AMR","BOL","304.7","304.71",,,
"CYCU","WHS7_156","PUBLISHED","2002","AMR","CUB","194.8","194.8",,,
"CYCU","WHS7_108","PUBLISHED","2008","AMR","VCT","421.9","421.92",,,
"CYCU","WHS7_104","PUBLISHED","1998","EUR","MLT","466.2","466.18",,,
"CYCU","WHS7_108","PUBLISHED","2007","AFR","RWA","43.4","43.44",,,
"CYCU","WHS7_108","PUBLISHED","1995","AFR","ERI","11.1","11.1",,,
"CYCU","WHS7_156","PUBLISHED","2000","AFR","GHA","12.7","12.72",,,
"CYCU","WHS7_105","PUBLISHED","2002","AMR","BRB","934.3","934.3",,,
"CYCU","WHS7_156","PUBLISHED","2007","EUR","GRC","2682.1","2682.14",,,
"CYCU","WHS7_105","PUBLISHED","2002","EUR","SMR","3200.4","3200.35",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","TUR","180.0","180.02",,,
"CYCU","WHS7_156","PUBLISHED","1997","SEAR","IND","18.5","18.54",,,
"CYCU","WHS7_156","PUBLISHED","2009","SEAR","NPL","28.7","28.73",,,
"CYCU","WHS7_108","PUBLISHED","1997","AFR","TCD","12.9","12.95",,,
"CYCU","WHS7_104","PUBLISHED","2008","AFR","NAM","156.3","156.3",,,
"CYCU","WHS7_104","PUBLISHED","2002","AFR","TZA","4.6","4.61",,,
"CYCU","WHS7_105","PUBLISHED","2009","AMR","HND","336.3","336.26",,,
"CYCU","WHS7_105","PUBLISHED","2008","WPR","SLB","149.6","149.58",,,
"CYCU","WHS7_156","PUBLISHED","2000","AFR","TGO","14.1","14.09",,,
"CYCU","WHS7_156","PUBLISHED","2012","AMR","PRY","392.1","392.06",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","MKD","332.2","332.2",,,
"CYCU","WHS7_108","PUBLISHED","2010","EMR","LBN","235.0","235",,,
"CYCU","WHS7_104","PUBLISHED","2004","WPR","SLB","42.5","42.45",,,
"CYCU","WHS7_156","PUBLISHED","2008","AFR","AGO","176.7","176.72",,,
"CYCU","WHS7_156","PUBLISHED","2002","AMR","ATG","432.6","432.62",,,
"CYCU","WHS7_105","PUBLISHED","2002","EUR","MKD","548.7","548.69",,,
"CYCU","WHS7_105","PUBLISHED","2002","WPR","FSM","225.1","225.11",,,
"CYCU","WHS7_108","PUBLISHED","2001","WPR","NZL","1299.3","1299.33",,,
"CYCU","WHS7_105","PUBLISHED","2004","WPR","AUS","2864.6","2864.6",,,
"CYCU","WHS7_105","PUBLISHED","2002","AMR","JAM","304.6","304.64",,,
"CYCU","WHS7_108","PUBLISHED","2000","EUR","AZE","19.0","19",,,
"CYCU","WHS7_108","PUBLISHED","2010","EUR","LUX","5660.1","5660.07",,,
"CYCU","WHS7_156","PUBLISHED","1995","AFR","DZA","53.1","53.12",,,
"CYCU","WHS7_156","PUBLISHED","2006","AFR","MRT","29.6","29.62",,,
"CYCU","WHS7_108","PUBLISHED","2002","EMR","ARE","683.7","683.72",,,
"CYCU","WHS7_104","PUBLISHED","1998","AMR","COL","155.9","155.9",,,
"CYCU","WHS7_156","PUBLISHED","1997","SEAR","IDN","20.8","20.84",,,
"CYCU","WHS7_156","PUBLISHED","1997","EUR","POL","228.0","227.99",,,
"CYCU","WHS7_105","PUBLISHED","1995","EMR","SOM","17.1","17.07",,,
"CYCU","WHS7_108","PUBLISHED","1996","AFR","BFA","12.2","12.25",,,
"CYCU","WHS7_156","PUBLISHED","2006","EMR","LBY","237.2","237.17",,,
"CYCU","WHS7_108","PUBLISHED","2006","AFR","ZMB","47.6","47.59",,,
"CYCU","WHS7_104","PUBLISHED","2007","AFR","MOZ","12.8","12.75",,,
"CYCU","WHS7_104","PUBLISHED","2006","AFR","NGA","20.1","20.1",,,
"CYCU","WHS7_105","PUBLISHED","2012","AFR","SLE","204.9","204.94",,,
"CYCU","WHS7_108","PUBLISHED","2006","WPR","MHL","284.3","284.3",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","CAN","2057.7","2057.66",,,
"CYCU","WHS7_105","PUBLISHED","2011","AMR","CRI","1242.6","1242.55",,,
"CYCU","WHS7_105","PUBLISHED","2005","AMR","NIC","184.2","184.15",,,
"CYCU","WHS7_108","PUBLISHED","2009","AMR","GUY","174.0","173.99",,,
"CYCU","WHS7_105","PUBLISHED","2009","EUR","AZE","548.0","547.98",,,
"CYCU","WHS7_104","PUBLISHED","2009","AFR","BDI","6.2","6.15",,,
"CYCU","WHS7_156","PUBLISHED","2012","AMR","GRD","477.7","477.67",,,
"CYCU","WHS7_156","PUBLISHED","2009","AMR","VEN","665.4","665.43",,,
"CYCU","WHS7_108","PUBLISHED","2002","EMR","YEM","49.6","49.64",,,
"CYCU","WHS7_108","PUBLISHED","2011","EUR","GRC","1785.7","1785.66",,,
"CYCU","WHS7_156","PUBLISHED","2012","EUR","DNK","6303.7","6303.73",,,
"CYCU","WHS7_104","PUBLISHED","1997","EUR","GRC","552.5","552.49",,,
"CYCU","WHS7_156","PUBLISHED","2009","EUR","SRB","576.5","576.51",,,
"CYCU","WHS7_105","PUBLISHED","1998","EMR","OMN","552.7","552.66",,,
"CYCU","WHS7_156","PUBLISHED","2009","AMR","HTI","42.8","42.8",,,
"CYCU","WHS7_108","PUBLISHED","2011","AMR","DOM","261.0","260.99",,,
"CYCU","WHS7_156","PUBLISHED","2003","AMR","URY","350.7","350.72",,,
"CYCU","WHS7_156","PUBLISHED","2007","EUR","CYP","1690.7","1690.66",,,
"CYCU","WHS7_156","PUBLISHED","2011","EUR","NOR","9908.2","9908.21",,,
"CYCU","WHS7_156","PUBLISHED","2000","WPR","MYS","120.0","119.98",,,
"CYCU","WHS7_105","PUBLISHED","2003","AMR","SLV","373.5","373.45",,,
"CYCU","WHS7_104","PUBLISHED","2009","SEAR","MMR","1.5","1.5",,,
"CYCU","WHS7_104","PUBLISHED","1998","SEAR","LKA","15.7","15.74",,,
"CYCU","WHS7_156","PUBLISHED","2000","EUR","UZB","29.3","29.34",,,
"CYCU","WHS7_104","PUBLISHED","2005","EMR","QAT","1374.8","1374.78",,,
"CYCU","WHS7_156","PUBLISHED","2012","WPR","KHM","51.3","51.32",,,
"CYCU","WHS7_108","PUBLISHED","2009","AFR","MUS","278.7","278.66",,,
"CYCU","WHS7_156","PUBLISHED","2003","AFR","BFA","18.6","18.63",,,
"CYCU","WHS7_156","PUBLISHED","2004","AFR","RWA","13.1","13.13",,,
"CYCU","WHS7_156","PUBLISHED","2012","AFR","SYC","521.0","520.98",,,
"CYCU","WHS7_105","PUBLISHED","2000","AMR","ATG","592.1","592.09",,,
"CYCU","WHS7_156","PUBLISHED","2000","EUR","DEU","2386.6","2386.64",,,
"CYCU","WHS7_104","PUBLISHED","2004","AFR","CIV","14.2","14.21",,,
"CYCU","WHS7_104","PUBLISHED","2001","AFR","GAB","51.2","51.21",,,
"CYCU","WHS7_156","PUBLISHED","1997","AFR","KEN","18.7","18.66",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","PRY","249.3","249.29",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","TUR","328.2","328.16",,,
"CYCU","WHS7_108","PUBLISHED","2008","EUR","NOR","4426.4","4426.4",,,
"CYCU","WHS7_105","PUBLISHED","2000","AMR","HND","169.3","169.29",,,
"CYCU","WHS7_105","PUBLISHED","2002","EUR","SWE","2706.6","2706.61",,,
"CYCU","WHS7_105","PUBLISHED","2006","EUR","UZB","121.0","120.95",,,
"CYCU","WHS7_108","PUBLISHED","2008","EMR","QAT","1236.5","1236.49",,,
"CYCU","WHS7_108","PUBLISHED","2000","WPR","VUT","92.1","92.12",,,
"CYCU","WHS7_108","PUBLISHED","2006","AFR","TZA","42.8","42.81",,,
"CYCU","WHS7_104","PUBLISHED","2000","AFR","SWZ","42.4","42.4",,,
"CYCU","WHS7_108","PUBLISHED","1996","AMR","CHL","220.5","220.46",,,
"CYCU","WHS7_104","PUBLISHED","2009","AFR","MUS","156.2","156.17",,,
"CYCU","WHS7_108","PUBLISHED","2000","EUR","AUT","2191.9","2191.92",,,
"CYCU","WHS7_104","PUBLISHED","2005","WPR","WSM","92.8","92.84",,,
"CYCU","WHS7_105","PUBLISHED","2002","WPR","SLB","106.8","106.76",,,
"CYCU","WHS7_156","PUBLISHED","2003","AFR","AGO","44.6","44.62",,,
"CYCU","WHS7_105","PUBLISHED","2002","AFR","CIV","77.2","77.2",,,
"CYCU","WHS7_104","PUBLISHED","2000","AFR","GMB","7.9","7.87",,,
"CYCU","WHS7_156","PUBLISHED","2004","EUR","SWE","3666.2","3666.2",,,
"CYCU","WHS7_156","PUBLISHED","2011","WPR","TON","219.3","219.27",,,
"CYCU","WHS7_156","PUBLISHED","2012","AFR","SLE","95.7","95.74",,,
"CYCU","WHS7_108","PUBLISHED","2007","SEAR","TLS","91.0","90.99",,,
"CYCU","WHS7_105","PUBLISHED","1997","EUR","FRA","2226.2","2226.17",,,
"CYCU","WHS7_108","PUBLISHED","2010","EMR","LBY","400.9","400.89",,,
"CYCU","WHS7_104","PUBLISHED","1995","AFR","NAM","93.5","93.47",,,
"CYCU","WHS7_105","PUBLISHED","2003","AMR","NIC","162.1","162.06",,,
"CYCU","WHS7_104","PUBLISHED","2003","EUR","HUN","501.7","501.73",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","TKM","71.0","71.05",,,
"CYCU","WHS7_108","PUBLISHED","2007","AFR","NGA","47.5","47.49",,,
"CYCU","WHS7_156","PUBLISHED","2012","AFR","LSO","137.8","137.82",,,
"CYCU","WHS7_104","PUBLISHED","1996","AMR","SLV","60.2","60.21",,,
"CYCU","WHS7_104","PUBLISHED","2004","EUR","LUX","5211.9","5211.86",,,
"CYCU","WHS7_104","PUBLISHED","2001","EMR","IRN","128.2","128.24",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","TUR","366.0","366.03",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","GBR","2065.0","2064.96",,,
"CYCU","WHS7_105","PUBLISHED","2010","EMR","SDN","164.5","164.48",,,
"CYCU","WHS7_156","PUBLISHED","2001","WPR","NZL","1051.6","1051.62",,,
"CYCU","WHS7_108","PUBLISHED","1997","AFR","COM","23.6","23.65",,,
"CYCU","WHS7_108","PUBLISHED","2005","AFR","ZAF","286.6","286.62",,,
"CYCU","WHS7_105","PUBLISHED","2002","EUR","PRT","1786.3","1786.32",,,
"CYCU","WHS7_104","PUBLISHED","2004","WPR","MYS","101.6","101.64",,,
"CYCU","WHS7_108","PUBLISHED","2005","WPR","FJI","126.9","126.93",,,
"CYCU","WHS7_156","PUBLISHED","2000","WPR","TUV","160.7","160.68",,,
"CYCU","WHS7_156","PUBLISHED","2000","AFR","LSO","28.7","28.73",,,
"CYCU","WHS7_104","PUBLISHED","2008","AFR","TZA","16.5","16.48",,,
"CYCU","WHS7_156","PUBLISHED","2011","SEAR","BTN","93.7","93.72",,,
"CYCU","WHS7_108","PUBLISHED","2004","SEAR","MMR","2.8","2.78",,,
"CYCU","WHS7_105","PUBLISHED","2004","EUR","FIN","2455.5","2455.53",,,
"CYCU","WHS7_108","PUBLISHED","2008","AFR","SWZ","285.8","285.76",,,
"CYCU","WHS7_105","PUBLISHED","2008","AFR","KEN","65.0","64.98",,,
"CYCU","WHS7_105","PUBLISHED","1998","AFR","MUS","254.5","254.52",,,
"CYCU","WHS7_105","PUBLISHED","1998","AFR","ZMB","57.8","57.83",,,
"CYCU","WHS7_105","PUBLISHED","2010","WPR","MHL","393.0","393.03",,,
"CYCU","WHS7_105","PUBLISHED","2002","WPR","VNM","81.5","81.5",,,
"CYCU","WHS7_105","PUBLISHED","1998","EMR","JOR","274.8","274.78",,,
"CYCU","WHS7_104","PUBLISHED","1997","AMR","CAN","1315.7","1315.74",,,
"CYCU","WHS7_108","PUBLISHED","2003","SEAR","BGD","11.5","11.46",,,
"CYCU","WHS7_105","PUBLISHED","2003","EMR","SAU","739.3","739.28",,,
"CYCU","WHS7_156","PUBLISHED","2004","AFR","SEN","41.6","41.6",,,
"CYCU","WHS7_108","PUBLISHED","1998","AMR","BLZ","88.3","88.34",,,
"CYCU","WHS7_105","PUBLISHED","1999","EUR","BLR","293.0","293.03",,,
"CYCU","WHS7_104","PUBLISHED","2000","EUR","LUX","2973.4","2973.42",,,
"CYCU","WHS7_104","PUBLISHED","1995","AFR","COM","14.3","14.33",,,
"CYCU","WHS7_108","PUBLISHED","2009","AFR","COD","12.8","12.82",,,
"CYCU","WHS7_104","PUBLISHED","2009","AFR","MDG","9.2","9.18",,,
"CYCU","WHS7_105","PUBLISHED","2010","SEAR","IDN","125.4","125.41",,,
"CYCU","WHS7_156","PUBLISHED","2008","AFR","CAF","20.4","20.42",,,
"CYCU","WHS7_156","PUBLISHED","1997","AFR","GMB","29.9","29.85",,,
"CYCU","WHS7_156","PUBLISHED","1996","AMR","BHS","879.9","879.86",,,
"CYCU","WHS7_104","PUBLISHED","2004","SEAR","MMR","0.6","0.62",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","BIH","122.0","122.04",,,
"CYCU","WHS7_104","PUBLISHED","2004","EUR","MNE","210.6","210.61",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","ARG","664.9","664.87",,,
"CYCU","WHS7_108","PUBLISHED","1997","EUR","AUT","1847.3","1847.33",,,
"CYCU","WHS7_156","PUBLISHED","2003","EUR","DNK","3755.8","3755.76",,,
"CYCU","WHS7_105","PUBLISHED","2009","EUR","MLT","2183.9","2183.87",,,
"CYCU","WHS7_108","PUBLISHED","2011","EUR","POL","1013.3","1013.32",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","DOM","207.7","207.65",,,
"CYCU","WHS7_156","PUBLISHED","2009","EUR","ITA","3306.3","3306.27",,,
"CYCU","WHS7_108","PUBLISHED","2004","EUR","LVA","431.5","431.48",,,
"CYCU","WHS7_105","PUBLISHED","2002","AFR","TCD","61.6","61.6",,,
"CYCU","WHS7_104","PUBLISHED","2010","AFR","MLI","18.9","18.89",,,
"CYCU","WHS7_105","PUBLISHED","2006","AMR","GUY","111.1","111.12",,,
"CYCU","WHS7_156","PUBLISHED","2005","AMR","SUR","243.3","243.31",,,
"CYCU","WHS7_156","PUBLISHED","2006","AMR","USA","7110.2","7110.19",,,
"CYCU","WHS7_104","PUBLISHED","2012","EUR","LVA","449.6","449.57",,,
"CYCU","WHS7_105","PUBLISHED","1999","EMR","MAR","101.9","101.85",,,
"CYCU","WHS7_105","PUBLISHED","2004","EMR","BHR","877.0","877.04",,,
"CYCU","WHS7_104","PUBLISHED","2003","AFR","SYC","361.7","361.67",,,
"CYCU","WHS7_108","PUBLISHED","1997","EMR","SOM","7.5","7.46",,,
"CYCU","WHS7_156","PUBLISHED","2007","WPR","TON","205.1","205.07",,,
"CYCU","WHS7_104","PUBLISHED","1996","WPR","NIU","462.9","462.88",,,
"CYCU","WHS7_108","PUBLISHED","2005","EUR","ALB","163.3","163.3",,,
"CYCU","WHS7_105","PUBLISHED","2007","EMR","TUN","478.3","478.28",,,
"CYCU","WHS7_104","PUBLISHED","1998","WPR","BRN","474.7","474.67",,,
"CYCU","WHS7_156","PUBLISHED","2009","WPR","PNG","50.0","50",,,
"CYCU","WHS7_104","PUBLISHED","2006","EUR","MNE","245.6","245.56",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","NLD","1769.7","1769.67",,,
"CYCU","WHS7_104","PUBLISHED","1995","AFR","CPV","52.2","52.22",,,
"CYCU","WHS7_105","PUBLISHED","2003","AFR","SEN","77.6","77.63",,,
"CYCU","WHS7_108","PUBLISHED","2006","SEAR","PRK","42.6","42.6",,,
"CYCU","WHS7_104","PUBLISHED","2000","EMR","OMN","215.8","215.79",,,
"CYCU","WHS7_108","PUBLISHED","2006","WPR","FSM","345.1","345.13",,,
"CYCU","WHS7_105","PUBLISHED","2009","WPR","NIU","3009.2","3009.22",,,
"CYCU","WHS7_104","PUBLISHED","2003","EMR","JOR","91.1","91.06",,,
"CYCU","WHS7_105","PUBLISHED","1997","AFR","GNQ","172.4","172.35",,,
"CYCU","WHS7_108","PUBLISHED","2002","AFR","SYC","663.3","663.28",,,
"CYCU","WHS7_108","PUBLISHED","2007","AFR","GAB","179.3","179.34",,,
"CYCU","WHS7_104","PUBLISHED","2001","AMR","BRB","428.8","428.82",,,
"CYCU","WHS7_104","PUBLISHED","1997","AMR","BOL","29.0","29",,,
"CYCU","WHS7_156","PUBLISHED","1997","AMR","CAN","1876.4","1876.43",,,
"CYCU","WHS7_108","PUBLISHED","1996","AFR","SEN","17.3","17.32",,,
"CYCU","WHS7_108","PUBLISHED","1999","AMR","CRI","380.8","380.76",,,
"CYCU","WHS7_105","PUBLISHED","2010","AFR","NAM","553.6","553.59",,,
"CYCU","WHS7_104","PUBLISHED","1998","SEAR","BGD","3.7","3.74",,,
"CYCU","WHS7_156","PUBLISHED","2011","SEAR","MDV","525.2","525.24",,,
"CYCU","WHS7_105","PUBLISHED","2005","EMR","LBN","746.6","746.6",,,
"CYCU","WHS7_104","PUBLISHED","2008","AFR","BWA","213.9","213.85",,,
"CYCU","WHS7_108","PUBLISHED","2010","AMR","CHL","562.3","562.27",,,
"CYCU","WHS7_105","PUBLISHED","2001","AFR","MLI","60.5","60.54",,,
"CYCU","WHS7_105","PUBLISHED","1995","AFR","TGO","36.4","36.38",,,
"CYCU","WHS7_108","PUBLISHED","1998","EMR","JOR","154.8","154.81",,,
"CYCU","WHS7_108","PUBLISHED","1998","AMR","JAM","171.3","171.31",,,
"CYCU","WHS7_105","PUBLISHED","1999","SEAR","MDV","242.8","242.82",,,
"CYCU","WHS7_156","PUBLISHED","1999","EUR","BIH","111.1","111.11",,,
"CYCU","WHS7_105","PUBLISHED","2000","AFR","BWA","401.2","401.18",,,
"CYCU","WHS7_156","PUBLISHED","2000","AFR","COM","13.3","13.3",,,
"CYCU","WHS7_108","PUBLISHED","1995","AMR","BRB","433.8","433.83",,,
"CYCU","WHS7_104","PUBLISHED","1996","EUR","UZB","21.8","21.76",,,
"CYCU","WHS7_108","PUBLISHED","1995","EUR","BIH","72.4","72.42",,,
"CYCU","WHS7_108","PUBLISHED","2001","AMR","BLZ","134.9","134.93",,,
"CYCU","WHS7_105","PUBLISHED","2002","AFR","NAM","262.0","262.01",,,
"CYCU","WHS7_156","PUBLISHED","2004","AFR","NER","16.2","16.2",,,
"CYCU","WHS7_105","PUBLISHED","1999","AMR","COL","483.8","483.77",,,
"CYCU","WHS7_156","PUBLISHED","2010","EUR","ESP","2902.1","2902.05",,,
"CYCU","WHS7_105","PUBLISHED","2005","AFR","GAB","385.3","385.3",,,
"CYCU","WHS7_104","PUBLISHED","2012","AMR","ECU","162.0","161.96",,,
"CYCU","WHS7_156","PUBLISHED","2006","WPR","COK","386.7","386.72",,,
"CYCU","WHS7_105","PUBLISHED","1999","WPR","JPN","1830.4","1830.41",,,
"CYCU","WHS7_108","PUBLISHED","2009","EUR","RUS","775.0","775.02",,,
"CYCU","WHS7_156","PUBLISHED","2001","EMR","SYR","57.7","57.73",,,
"CYCU","WHS7_108","PUBLISHED","2001","EUR","ESP","1164.1","1164.06",,,
"CYCU","WHS7_105","PUBLISHED","2007","EMR","YEM","138.7","138.68",,,
"CYCU","WHS7_108","PUBLISHED","2002","WPR","COK","255.6","255.59",,,
"CYCU","WHS7_104","PUBLISHED","2002","AFR","BDI","2.1","2.12",,,
"CYCU","WHS7_156","PUBLISHED","2010","EUR","MKD","309.4","309.42",,,
"CYCU","WHS7_108","PUBLISHED","2007","EUR","SWE","2791.5","2791.51",,,
"CYCU","WHS7_108","PUBLISHED","2008","WPR","FJI","127.4","127.37",,,
"CYCU","WHS7_104","PUBLISHED","2009","WPR","AUS","2821.7","2821.75",,,
"CYCU","WHS7_156","PUBLISHED","2004","WPR","KHM","28.7","28.71",,,
"CYCU","WHS7_104","PUBLISHED","2002","WPR","FSM","167.0","167.02",,,
"CYCU","WHS7_108","PUBLISHED","2003","EUR","ROU","347.2","347.22",,,
"CYCU","WHS7_104","PUBLISHED","2005","EUR","TJK","3.9","3.89",,,
"CYCU","WHS7_108","PUBLISHED","2005","AFR","LSO","39.9","39.95",,,
"CYCU","WHS7_104","PUBLISHED","2008","AFR","ZMB","42.1","42.08",,,
"CYCU","WHS7_156","PUBLISHED","2008","EUR","AND","3104.6","3104.63",,,
"CYCU","WHS7_105","PUBLISHED","1998","EUR","HUN","761.9","761.87",,,
"CYCU","WHS7_105","PUBLISHED","2012","EUR","IRL","3529.2","3529.16",,,
"CYCU","WHS7_104","PUBLISHED","2012","EUR","RUS","540.9","540.89",,,
"CYCU","WHS7_105","PUBLISHED","2010","AFR","CPV","167.5","167.52",,,
"CYCU","WHS7_105","PUBLISHED","2002","AFR","LSO","76.6","76.58",,,
"CYCU","WHS7_104","PUBLISHED","2009","AMR","BLZ","171.6","171.55",,,
"CYCU","WHS7_105","PUBLISHED","1998","SEAR","IDN","46.4","46.4",,,
"CYCU","WHS7_156","PUBLISHED","2012","SEAR","LKA","88.6","88.63",,,
"CYCU","WHS7_104","PUBLISHED","2010","EUR","LUX","6493.7","6493.73",,,
"CYCU","WHS7_156","PUBLISHED","2004","EUR","GBR","2954.9","2954.89",,,
"CYCU","WHS7_105","PUBLISHED","1997","EUR","NOR","2640.7","2640.66",,,
"CYCU","WHS7_156","PUBLISHED","2004","AFR","MRT","27.8","27.78",,,
"CYCU","WHS7_108","PUBLISHED","2003","AMR","URY","395.4","395.4",,,
"CYCU","WHS7_105","PUBLISHED","2001","EUR","ALB","261.3","261.33",,,
"CYCU","WHS7_105","PUBLISHED","2001","EUR","AUT","2930.7","2930.72",,,
"CYCU","WHS7_105","PUBLISHED","2008","EUR","DEU","3968.1","3968.1",,,
"CYCU","WHS7_156","PUBLISHED","2002","EMR","PAK","14.8","14.83",,,
"CYCU","WHS7_156","PUBLISHED","2010","AMR","GUY","188.3","188.3",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","USA","3949.8","3949.76",,,
"CYCU","WHS7_108","PUBLISHED","2004","AMR","MEX","311.1","311.15",,,
"CYCU","WHS7_104","PUBLISHED","2002","EUR","DNK","2554.0","2553.96",,,
"CYCU","WHS7_105","PUBLISHED","2005","EUR","LVA","825.9","825.87",,,
"CYCU","WHS7_108","PUBLISHED","1996","EUR","MNE","283.5","283.46",,,
"CYCU","WHS7_108","PUBLISHED","2007","WPR","PLW","1207.9","1207.89",,,
"CYCU","WHS7_108","PUBLISHED","1998","AFR","MOZ","12.2","12.25",,,
"CYCU","WHS7_156","PUBLISHED","1995","AFR","COG","24.6","24.6",,,
"CYCU","WHS7_108","PUBLISHED","2006","AFR","CIV","15.3","15.29",,,
"CYCU","WHS7_156","PUBLISHED","2011","AMR","KNA","820.3","820.28",,,
"CYCU","WHS7_156","PUBLISHED","2012","WPR","CHN","321.7","321.69",,,
"CYCU","WHS7_108","PUBLISHED","2006","AMR","GRD","322.8","322.79",,,
"CYCU","WHS7_104","PUBLISHED","1997","EUR","BIH","37.6","37.62",,,
"CYCU","WHS7_104","PUBLISHED","1997","EUR","LTU","117.9","117.9",,,
"CYCU","WHS7_105","PUBLISHED","2006","AFR","NER","50.2","50.23",,,
"CYCU","WHS7_104","PUBLISHED","2002","AMR","ECU","35.5","35.52",,,
"CYCU","WHS7_105","PUBLISHED","2006","SEAR","TLS","100.8","100.81",,,
"CYCU","WHS7_104","PUBLISHED","2002","WPR","SGP","235.4","235.39",,,
"CYCU","WHS7_108","PUBLISHED","2001","SEAR","TLS","71.2","71.21",,,
"CYCU","WHS7_104","PUBLISHED","2002","EUR","BLR","67.6","67.55",,,
"CYCU","WHS7_104","PUBLISHED","2009","EUR","ISL","3037.5","3037.5",,,
"CYCU","WHS7_156","PUBLISHED","2010","AFR","BFA","41.4","41.43",,,
"CYCU","WHS7_156","PUBLISHED","2009","EUR","CHE","7276.7","7276.7",,,
"CYCU","WHS7_108","PUBLISHED","1998","EUR","KGZ","42.3","42.27",,,
"CYCU","WHS7_104","PUBLISHED","1999","EMR","DJI","33.2","33.2",,,
"CYCU","WHS7_104","PUBLISHED","2009","WPR","PLW","643.9","643.9",,,
"CYCU","WHS7_156","PUBLISHED","2004","AMR","CRI","346.2","346.18",,,
"CYCU","WHS7_105","PUBLISHED","2008","AMR","DOM","438.5","438.46",,,
"CYCU","WHS7_156","PUBLISHED","1995","SEAR","THA","100.6","100.6",,,
"CYCU","WHS7_108","PUBLISHED","1998","SEAR","IDN","15.5","15.46",,,
"CYCU","WHS7_105","PUBLISHED","1997","EUR","DEU","2415.7","2415.73",,,
"CYCU","WHS7_105","PUBLISHED","1995","EUR","MCO","2438.0","2438",,,
"CYCU","WHS7_104","PUBLISHED","2002","AMR","DMA","159.2","159.16",,,
"CYCU","WHS7_108","PUBLISHED","2005","AMR","KNA","305.7","305.66",,,
"CYCU","WHS7_108","PUBLISHED","2011","EUR","AND","2257.2","2257.23",,,
"CYCU","WHS7_108","PUBLISHED","2008","EMR","DJI","107.4","107.43",,,
"CYCU","WHS7_104","PUBLISHED","2006","AMR","BHS","776.7","776.69",,,
"CYCU","WHS7_156","PUBLISHED","1999","AMR","CHL","380.5","380.53",,,
"CYCU","WHS7_156","PUBLISHED","2001","AMR","HND","82.7","82.68",,,
"CYCU","WHS7_104","PUBLISHED","2005","EUR","NLD","2755.3","2755.3",,,
"CYCU","WHS7_104","PUBLISHED","2009","EUR","SVN","1647.4","1647.39",,,
"CYCU","WHS7_156","PUBLISHED","2002","WPR","CHN","53.7","53.7",,,
"CYCU","WHS7_105","PUBLISHED","2009","EUR","UZB","155.5","155.52",,,
"CYCU","WHS7_156","PUBLISHED","1998","AFR","BFA","13.2","13.21",,,
"CYCU","WHS7_108","PUBLISHED","2000","AFR","COG","33.8","33.84",,,
