"Dataset","GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display","Numeric","Low","High","Comments"
"CYCU","WHS7_156","PUBLISHED","1997","EUR","MCO","2864.0","2863.96",,,
"CYCU","WHS7_108","PUBLISHED","2009","EUR","KGZ","87.4","87.4",,,
"CYCU","WHS7_104","PUBLISHED","2000","AFR","COG","12.6","12.59",,,
"CYCU","WHS7_108","PUBLISHED","2011","EUR","HUN","1081.1","1081.09",,,
"CYCU","WHS7_105","PUBLISHED","1998","EUR","BLR","268.7","268.7",,,
"CYCU","WHS7_108","PUBLISHED","1998","EUR","CYP","398.1","398.06",,,
"CYCU","WHS7_108","PUBLISHED","1996","AFR","CMR","12.5","12.53",,,
"CYCU","WHS7_156","PUBLISHED","2010","AFR","UGA","43.3","43.28",,,
"CYCU","WHS7_104","PUBLISHED","1997","EMR","ARE","588.2","588.16",,,
"CYCU","WHS7_105","PUBLISHED","1999","EUR","ISR","1560.1","1560.14",,,
"CYCU","WHS7_156","PUBLISHED","2001","AMR","CHL","348.0","348.04",,,
"CYCU","WHS7_108","PUBLISHED","2010","AMR","PRY","169.5","169.48",,,
"CYCU","WHS7_108","PUBLISHED","2003","SEAR","IND","17.8","17.79",,,
"CYCU","WHS7_105","PUBLISHED","2008","WPR","BRN","1114.8","1114.83",,,
"CYCU","WHS7_156","PUBLISHED","1995","WPR","WSM","60.9","60.91",,,
"CYCU","WHS7_156","PUBLISHED","1999","AFR","BEN","16.9","16.94",,,
"CYCU","WHS7_104","PUBLISHED","2009","AFR","CPV","114.2","114.16",,,
"CYCU","WHS7_105","PUBLISHED","2002","WPR","PNG","78.7","78.72",,,
"CYCU","WHS7_156","PUBLISHED","1999","AMR","PAN","262.3","262.32",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","UKR","140.9","140.85",,,
"CYCU","WHS7_108","PUBLISHED","2008","EUR","PRT","1664.2","1664.23",,,
"CYCU","WHS7_156","PUBLISHED","2009","EMR","YEM","64.9","64.86",,,
"CYCU","WHS7_105","PUBLISHED","2006","AFR","ZMB","79.2","79.15",,,
"CYCU","WHS7_104","PUBLISHED","2003","AMR","GTM","42.8","42.79",,,
"CYCU","WHS7_108","PUBLISHED","1995","EMR","JOR","140.3","140.32",,,
"CYCU","WHS7_156","PUBLISHED","2012","EUR","SWE","5319.4","5319.43",,,
"CYCU","WHS7_108","PUBLISHED","2004","WPR","PNG","67.4","67.36",,,
"CYCU","WHS7_108","PUBLISHED","2011","AFR","MDG","25.0","24.96",,,
"CYCU","WHS7_104","PUBLISHED","2001","AFR","CMR","6.7","6.65",,,
"CYCU","WHS7_108","PUBLISHED","2005","AFR","SWZ","206.8","206.76",,,
"CYCU","WHS7_105","PUBLISHED","2011","SEAR","LKA","182.8","182.81",,,
"CYCU","WHS7_105","PUBLISHED","2012","EUR","GBR","3494.9","3494.94",,,
"CYCU","WHS7_105","PUBLISHED","2005","WPR","NZL","2117.2","2117.16",,,
"CYCU","WHS7_104","PUBLISHED","2011","EMR","AFG","9.1","9.14",,,
"CYCU","WHS7_104","PUBLISHED","2001","EUR","AUT","1805.8","1805.84",,,
"CYCU","WHS7_105","PUBLISHED","2001","EUR","EST","509.8","509.78",,,
"CYCU","WHS7_104","PUBLISHED","1998","EUR","NLD","1330.2","1330.16",,,
"CYCU","WHS7_156","PUBLISHED","2007","EUR","ROU","414.4","414.35",,,
"CYCU","WHS7_108","PUBLISHED","1999","EUR","PRT","897.8","897.77",,,
"CYCU","WHS7_108","PUBLISHED","2000","AFR","NAM","167.8","167.82",,,
"CYCU","WHS7_108","PUBLISHED","2001","EUR","MLT","915.3","915.31",,,
"CYCU","WHS7_156","PUBLISHED","2005","WPR","NIU","667.3","667.34",,,
"CYCU","WHS7_104","PUBLISHED","2004","AFR","GMB","10.5","10.46",,,
"CYCU","WHS7_156","PUBLISHED","2008","AMR","URY","721.7","721.74",,,
"CYCU","WHS7_108","PUBLISHED","2003","EUR","LVA","343.9","343.88",,,
"CYCU","WHS7_108","PUBLISHED","1996","AFR","SWZ","104.3","104.32",,,
"CYCU","WHS7_105","PUBLISHED","2000","AFR","AGO","74.5","74.49",,,
"CYCU","WHS7_105","PUBLISHED","2011","AFR","LSO","218.6","218.64",,,
"CYCU","WHS7_156","PUBLISHED","1995","AMR","BLZ","127.2","127.2",,,
"CYCU","WHS7_105","PUBLISHED","2011","WPR","SLB","230.3","230.25",,,
"CYCU","WHS7_104","PUBLISHED","1998","AMR","SLV","73.1","73.11",,,
"CYCU","WHS7_104","PUBLISHED","1996","SEAR","PRK","54.3","54.29",,,
"CYCU","WHS7_108","PUBLISHED","1995","EUR","SWE","1510.4","1510.36",,,
"CYCU","WHS7_156","PUBLISHED","2006","EUR","SWE","3946.8","3946.76",,,
"CYCU","WHS7_104","PUBLISHED","2011","AFR","COM","12.5","12.51",,,
"CYCU","WHS7_108","PUBLISHED","1998","AFR","NGA","18.0","17.96",,,
"CYCU","WHS7_108","PUBLISHED","2003","AFR","COD","2.7","2.66",,,
"CYCU","WHS7_105","PUBLISHED","1998","AFR","MDG","33.0","32.98",,,
"CYCU","WHS7_104","PUBLISHED","2007","EMR","IRN","98.1","98.1",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","BEL","3606.4","3606.4",,,
"CYCU","WHS7_105","PUBLISHED","1997","EMR","ARE","965.1","965.08",,,
"CYCU","WHS7_156","PUBLISHED","1995","AFR","GAB","158.0","157.99",,,
"CYCU","WHS7_108","PUBLISHED","1999","AMR","LCA","230.6","230.62",,,
"CYCU","WHS7_104","PUBLISHED","2011","SEAR","MDV","233.3","233.33",,,
"CYCU","WHS7_104","PUBLISHED","1996","SEAR","MMR","0.4","0.37",,,
"CYCU","WHS7_156","PUBLISHED","2012","AMR","VCT","340.0","339.99",,,
"CYCU","WHS7_105","PUBLISHED","2009","AFR","COD","32.3","32.27",,,
"CYCU","WHS7_156","PUBLISHED","2007","AFR","SEN","44.8","44.76",,,
"CYCU","WHS7_105","PUBLISHED","2004","WPR","TON","191.6","191.6",,,
"CYCU","WHS7_104","PUBLISHED","2012","AFR","GHA","47.4","47.43",,,
"CYCU","WHS7_105","PUBLISHED","2003","AFR","SLE","122.3","122.32",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","CUB","124.3","124.33",,,
"CYCU","WHS7_105","PUBLISHED","2003","SEAR","BGD","29.9","29.86",,,
"CYCU","WHS7_104","PUBLISHED","2001","WPR","TUV","128.4","128.35",,,
"CYCU","WHS7_105","PUBLISHED","2006","AMR","ECU","489.1","489.12",,,
"CYCU","WHS7_105","PUBLISHED","2002","AMR","GUY","134.4","134.38",,,
"CYCU","WHS7_104","PUBLISHED","2006","SEAR","IND","7.8","7.83",,,
"CYCU","WHS7_104","PUBLISHED","1996","EMR","SDN","3.8","3.75",,,
"CYCU","WHS7_104","PUBLISHED","2003","AMR","ECU","41.1","41.09",,,
"CYCU","WHS7_104","PUBLISHED","2003","SEAR","PRK","5.3","5.27",,,
"CYCU","WHS7_156","PUBLISHED","2000","AMR","TTO","260.3","260.3",,,
"CYCU","WHS7_105","PUBLISHED","1995","WPR","COK","268.6","268.64",,,
"CYCU","WHS7_105","PUBLISHED","1996","AFR","CMR","72.3","72.31",,,
"CYCU","WHS7_104","PUBLISHED","1997","AFR","STP","19.2","19.16",,,
"CYCU","WHS7_156","PUBLISHED","2007","AMR","PRY","134.6","134.55",,,
"CYCU","WHS7_156","PUBLISHED","2000","SEAR","TLS","19.0","19.03",,,
"CYCU","WHS7_108","PUBLISHED","1999","EUR","NOR","2295.0","2295.03",,,
"CYCU","WHS7_108","PUBLISHED","1998","EUR","ESP","998.7","998.67",,,
"CYCU","WHS7_105","PUBLISHED","2002","EMR","EGY","239.3","239.32",,,
"CYCU","WHS7_104","PUBLISHED","1999","AFR","SWZ","44.4","44.35",,,
"CYCU","WHS7_108","PUBLISHED","2008","EUR","ARM","102.3","102.26",,,
"CYCU","WHS7_108","PUBLISHED","1997","WPR","MHL","345.1","345.11",,,
"CYCU","WHS7_105","PUBLISHED","2008","EUR","RUS","1030.0","1029.99",,,
"CYCU","WHS7_156","PUBLISHED","2007","EUR","ESP","2751.9","2751.88",,,
"CYCU","WHS7_156","PUBLISHED","1998","AMR","JAM","175.0","174.97",,,
"CYCU","WHS7_104","PUBLISHED","2006","EUR","AZE","20.9","20.93",,,
"CYCU","WHS7_156","PUBLISHED","1996","EUR","MNE","103.4","103.36",,,
"CYCU","WHS7_105","PUBLISHED","2004","AFR","LSO","85.6","85.59",,,
"CYCU","WHS7_104","PUBLISHED","2002","AMR","CHL","140.7","140.7",,,
"CYCU","WHS7_105","PUBLISHED","2002","AMR","HND","197.8","197.84",,,
"CYCU","WHS7_104","PUBLISHED","2010","AMR","USA","3926.6","3926.56",,,
"CYCU","WHS7_108","PUBLISHED","2001","EMR","KWT","814.7","814.67",,,
"CYCU","WHS7_156","PUBLISHED","2003","EUR","UZB","20.5","20.5",,,
"CYCU","WHS7_156","PUBLISHED","2004","AFR","BEN","23.3","23.32",,,
"CYCU","WHS7_105","PUBLISHED","2009","AFR","MDG","42.8","42.83",,,
"CYCU","WHS7_105","PUBLISHED","1995","WPR","PNG","64.2","64.18",,,
"CYCU","WHS7_156","PUBLISHED","2008","EUR","AZE","240.7","240.7",,,
"CYCU","WHS7_104","PUBLISHED","2003","AFR","MLI","10.4","10.37",,,
"CYCU","WHS7_108","PUBLISHED","1997","AMR","VEN","121.3","121.27",,,
"CYCU","WHS7_104","PUBLISHED","1999","SEAR","PRK","7.3","7.25",,,
"CYCU","WHS7_105","PUBLISHED","2005","SEAR","MDV","369.6","369.6",,,
"CYCU","WHS7_105","PUBLISHED","2012","EUR","CYP","2266.0","2266",,,
"CYCU","WHS7_104","PUBLISHED","1995","EUR","MNE","98.4","98.38",,,
"CYCU","WHS7_156","PUBLISHED","2005","EMR","TUN","181.3","181.25",,,
"CYCU","WHS7_104","PUBLISHED","1999","AMR","TTO","101.8","101.76",,,
"CYCU","WHS7_104","PUBLISHED","2007","EUR","BIH","217.5","217.53",,,
"CYCU","WHS7_105","PUBLISHED","2009","EUR","BGR","984.1","984.08",,,
"CYCU","WHS7_156","PUBLISHED","1998","AFR","CIV","66.1","66.07",,,
"CYCU","WHS7_108","PUBLISHED","1997","AFR","ZMB","36.7","36.69",,,
"CYCU","WHS7_156","PUBLISHED","2008","AFR","MUS","362.4","362.36",,,
"CYCU","WHS7_156","PUBLISHED","1995","AFR","STP","57.8","57.81",,,
"CYCU","WHS7_156","PUBLISHED","2010","WPR","NZL","3260.0","3259.99",,,
"CYCU","WHS7_156","PUBLISHED","2006","EMR","IRN","174.4","174.36",,,
"CYCU","WHS7_105","PUBLISHED","1996","AMR","BOL","128.2","128.17",,,
"CYCU","WHS7_105","PUBLISHED","2006","AMR","PRY","276.4","276.37",,,
"CYCU","WHS7_104","PUBLISHED","2002","SEAR","TLS","11.5","11.54",,,
"CYCU","WHS7_104","PUBLISHED","1999","AFR","CAF","5.4","5.38",,,
"CYCU","WHS7_108","PUBLISHED","2004","AFR","BWA","710.1","710.1",,,
"CYCU","WHS7_104","PUBLISHED","2003","AMR","GUY","46.6","46.64",,,
"CYCU","WHS7_105","PUBLISHED","1999","SEAR","IND","59.8","59.76",,,
"CYCU","WHS7_104","PUBLISHED","2010","EUR","IRL","3004.7","3004.66",,,
"CYCU","WHS7_105","PUBLISHED","2003","EUR","RUS","518.0","518.04",,,
"CYCU","WHS7_105","PUBLISHED","2011","WPR","MYS","618.6","618.6",,,
"CYCU","WHS7_105","PUBLISHED","2010","WPR","KOR","2086.2","2086.16",,,
"CYCU","WHS7_156","PUBLISHED","2000","AFR","MRT","23.7","23.69",,,
"CYCU","WHS7_104","PUBLISHED","2000","AMR","COL","117.3","117.25",,,
"CYCU","WHS7_108","PUBLISHED","2005","EUR","HUN","1003.9","1003.94",,,
"CYCU","WHS7_105","PUBLISHED","2012","EUR","CHE","6062.1","6062.1",,,
"CYCU","WHS7_105","PUBLISHED","1996","WPR","NZL","1265.4","1265.35",,,
"CYCU","WHS7_156","PUBLISHED","2009","WPR","TON","145.1","145.05",,,
"CYCU","WHS7_104","PUBLISHED","2001","AMR","CUB","160.9","160.86",,,
"CYCU","WHS7_105","PUBLISHED","2007","SEAR","TLS","86.2","86.15",,,
"CYCU","WHS7_104","PUBLISHED","2010","EMR","EGY","49.6","49.59",,,
"CYCU","WHS7_105","PUBLISHED","1995","WPR","JPN","1556.6","1556.64",,,
"CYCU","WHS7_156","PUBLISHED","1995","WPR","KIR","71.1","71.1",,,
"CYCU","WHS7_104","PUBLISHED","2001","WPR","MHL","354.2","354.21",,,
"CYCU","WHS7_105","PUBLISHED","1999","WPR","FSM","188.7","188.67",,,
"CYCU","WHS7_108","PUBLISHED","2010","SEAR","THA","248.1","248.14",,,
"CYCU","WHS7_108","PUBLISHED","2007","EUR","EST","841.7","841.65",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","AND","1485.8","1485.79",,,
"CYCU","WHS7_104","PUBLISHED","2010","EUR","FIN","2973.6","2973.62",,,
"CYCU","WHS7_156","PUBLISHED","1995","EMR","SYR","51.7","51.69",,,
"CYCU","WHS7_105","PUBLISHED","2012","AMR","ARG","1551.4","1551.44",,,
"CYCU","WHS7_108","PUBLISHED","1996","WPR","FJI","83.0","83.03",,,
"CYCU","WHS7_156","PUBLISHED","1998","EUR","TJK","7.8","7.81",,,
"CYCU","WHS7_104","PUBLISHED","1997","WPR","AUS","1178","1178.04",,,
"CYCU","WHS7_156","PUBLISHED","1995","AMR","CAN","1820.5","1820.54",,,
"CYCU","WHS7_104","PUBLISHED","2004","SEAR","IND","6.1","6.07",,,
"CYCU","WHS7_108","PUBLISHED","2005","AMR","DOM","144.7","144.71",,,
"CYCU","WHS7_108","PUBLISHED","2001","AFR","GMB","22.9","22.86",,,
"CYCU","WHS7_108","PUBLISHED","2005","AFR","CAF","14.6","14.64",,,
"CYCU","WHS7_104","PUBLISHED","2005","AFR","RWA","8.8","8.77",,,
"CYCU","WHS7_156","PUBLISHED","2004","SEAR","IDN","27.5","27.48",,,
"CYCU","WHS7_104","PUBLISHED","2009","EUR","MDA","92.4","92.39",,,
"CYCU","WHS7_104","PUBLISHED","2011","AFR","DZA","190.8","190.79",,,
"CYCU","WHS7_156","PUBLISHED","2009","AFR","LBR","43.5","43.5",,,
"CYCU","WHS7_156","PUBLISHED","2005","AMR","BRB","764.8","764.8",,,
"CYCU","WHS7_104","PUBLISHED","1995","EUR","ITA","1023.3","1023.34",,,
"CYCU","WHS7_156","PUBLISHED","1998","EUR","SWE","2336.4","2336.42",,,
"CYCU","WHS7_104","PUBLISHED","2000","EUR","TUR","123.6","123.61",,,
"CYCU","WHS7_104","PUBLISHED","2002","EUR","TKM","46.0","45.98",,,
"CYCU","WHS7_104","PUBLISHED","2004","AFR","BFA","12.9","12.86",,,
"CYCU","WHS7_104","PUBLISHED","1998","AFR","SYC","344.0","344.01",,,
"CYCU","WHS7_108","PUBLISHED","2001","EUR","LUX","3362.5","3362.48",,,
"CYCU","WHS7_108","PUBLISHED","1996","WPR","COK","228.9","228.88",,,
"CYCU","WHS7_105","PUBLISHED","2001","AFR","TGO","40.5","40.45",,,
"CYCU","WHS7_105","PUBLISHED","1998","AMR","ARG","801.5","801.47",,,
"CYCU","WHS7_105","PUBLISHED","2011","AMR","MEX","1004.1","1004.12",,,
"CYCU","WHS7_156","PUBLISHED","2011","AMR","PAN","663.5","663.53",,,
"CYCU","WHS7_104","PUBLISHED","2007","EUR","DNK","4819.0","4818.99",,,
"CYCU","WHS7_104","PUBLISHED","2012","AMR","BHS","758.6","758.62",,,
"CYCU","WHS7_108","PUBLISHED","2001","AMR","NIC","72.4","72.41",,,
"CYCU","WHS7_104","PUBLISHED","2001","AMR","LCA","151.0","151.03",,,
"CYCU","WHS7_156","PUBLISHED","1995","EUR","CZE","374.4","374.35",,,
"CYCU","WHS7_104","PUBLISHED","2010","EMR","SYR","44.4","44.43",,,
"CYCU","WHS7_105","PUBLISHED","1998","AMR","CAN","2312.2","2312.23",,,
"CYCU","WHS7_156","PUBLISHED","2001","AMR","KNA","377.5","377.5",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","BLR","95.8","95.84",,,
"CYCU","WHS7_105","PUBLISHED","1998","EUR","FIN","1659.9","1659.94",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","ISL","5329.5","5329.45",,,
"CYCU","WHS7_104","PUBLISHED","2003","AFR","BFA","8.7","8.65",,,
"CYCU","WHS7_104","PUBLISHED","2002","EMR","DJI","27.4","27.39",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","SMR","2894.3","2894.33",,,
"CYCU","WHS7_104","PUBLISHED","2012","EUR","SVK","934.8","934.84",,,
"CYCU","WHS7_104","PUBLISHED","1999","WPR","MHL","320.0","319.98",,,
"CYCU","WHS7_105","PUBLISHED","1997","WPR","VNM","55.2","55.16",,,
"CYCU","WHS7_156","PUBLISHED","2000","AMR","USA","4790.0","4790.01",,,
"CYCU","WHS7_108","PUBLISHED","2002","EUR","DEU","2326.7","2326.69",,,
"CYCU","WHS7_108","PUBLISHED","2004","EMR","LBN","332.8","332.75",,,
"CYCU","WHS7_108","PUBLISHED","2006","EUR","BGR","435.1","435.08",,,
"CYCU","WHS7_108","PUBLISHED","2005","EUR","GRC","1414.1","1414.12",,,
"CYCU","WHS7_104","PUBLISHED","2010","EMR","OMN","478.4","478.36",,,
"CYCU","WHS7_156","PUBLISHED","1996","WPR","BRN","626.5","626.54",,,
"CYCU","WHS7_108","PUBLISHED","1998","AFR","NER","9.0","9.02",,,
"CYCU","WHS7_105","PUBLISHED","2008","AFR","GMB","74.1","74.1",,,
"CYCU","WHS7_104","PUBLISHED","2006","AMR","URY","260.0","259.97",,,
"CYCU","WHS7_156","PUBLISHED","2012","EMR","TUN","296.9","296.91",,,
"CYCU","WHS7_104","PUBLISHED","2002","WPR","CHN","19.2","19.24",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","CYP","1434.1","1434.11",,,
"CYCU","WHS7_156","PUBLISHED","2012","EUR","MLT","1834.7","1834.68",,,
"CYCU","WHS7_108","PUBLISHED","2003","EUR","KAZ","138.9","138.93",,,
"CYCU","WHS7_108","PUBLISHED","2001","EUR","LTU","436.5","436.53",,,
"CYCU","WHS7_104","PUBLISHED","2000","EUR","SVN","614.8","614.84",,,
"CYCU","WHS7_108","PUBLISHED","1997","AMR","USA","1811.2","1811.23",,,
"CYCU","WHS7_105","PUBLISHED","2008","EUR","SVK","1863.6","1863.59",,,
"CYCU","WHS7_105","PUBLISHED","2002","AFR","CMR","83.8","83.79",,,
"CYCU","WHS7_108","PUBLISHED","2003","AFR","GNQ","262.7","262.71",,,
"CYCU","WHS7_156","PUBLISHED","2012","AFR","MWI","24.6","24.55",,,
"CYCU","WHS7_105","PUBLISHED","2000","EMR","DJI","89.6","89.55",,,
"CYCU","WHS7_105","PUBLISHED","2007","EMR","KWT","1110.7","1110.69",,,
"CYCU","WHS7_108","PUBLISHED","1998","EUR","SWE","1700.8","1700.82",,,
"CYCU","WHS7_156","PUBLISHED","1999","WPR","FJI","75.7","75.74",,,
"CYCU","WHS7_156","PUBLISHED","2003","AFR","SEN","34.7","34.7",,,
"CYCU","WHS7_104","PUBLISHED","2007","AMR","PRY","54.0","54.03",,,
"CYCU","WHS7_105","PUBLISHED","1998","SEAR","NPL","50.7","50.67",,,
"CYCU","WHS7_105","PUBLISHED","2003","SEAR","TLS","66.6","66.62",,,
"CYCU","WHS7_156","PUBLISHED","1995","AMR","BRA","316.0","315.97",,,
"CYCU","WHS7_108","PUBLISHED","1999","AMR","VCT","221.2","221.16",,,
"CYCU","WHS7_108","PUBLISHED","2005","AMR","ECU","128.0","128.01",,,
"CYCU","WHS7_105","PUBLISHED","2001","AMR","VEN","522.7","522.68",,,
"CYCU","WHS7_105","PUBLISHED","2002","EMR","SYR","195.5","195.45",,,
"CYCU","WHS7_105","PUBLISHED","2011","AFR","ZAF","929.6","929.59",,,
"CYCU","WHS7_105","PUBLISHED","2006","AFR","SWZ","324.2","324.22",,,
"CYCU","WHS7_104","PUBLISHED","1995","AMR","GRD","82.9","82.86",,,
"CYCU","WHS7_108","PUBLISHED","2000","AMR","GUY","109.6","109.56",,,
"CYCU","WHS7_104","PUBLISHED","2011","EUR","UKR","145.9","145.87",,,
"CYCU","WHS7_105","PUBLISHED","1996","WPR","COK","248.9","248.93",,,
"CYCU","WHS7_104","PUBLISHED","1999","WPR","FSM","144.8","144.82",,,
"CYCU","WHS7_105","PUBLISHED","2003","WPR","FSM","283.2","283.24",,,
"CYCU","WHS7_104","PUBLISHED","2003","WPR","PNG","19.9","19.91",,,
"CYCU","WHS7_108","PUBLISHED","1995","SEAR","MMR","1.7","1.75",,,
"CYCU","WHS7_156","PUBLISHED","2002","EUR","FIN","2031.9","2031.88",,,
"CYCU","WHS7_156","PUBLISHED","2007","EUR","IRL","4733.3","4733.26",,,
"CYCU","WHS7_104","PUBLISHED","2000","EMR","LBY","123.8","123.78",,,
"CYCU","WHS7_105","PUBLISHED","2006","EUR","SRB","888.3","888.27",,,
"CYCU","WHS7_108","PUBLISHED","2003","AFR","MRT","44.6","44.59",,,
"CYCU","WHS7_108","PUBLISHED","1997","AFR","TZA","8.4","8.39",,,
"CYCU","WHS7_104","PUBLISHED","2010","EUR","AUT","3937.1","3937.08",,,
"CYCU","WHS7_105","PUBLISHED","2007","EUR","ISR","1910.6","1910.57",,,
"CYCU","WHS7_104","PUBLISHED","2011","EUR","ESP","2175.2","2175.18",,,
"CYCU","WHS7_108","PUBLISHED","2007","EMR","AFG","3.1","3.14",,,
"CYCU","WHS7_108","PUBLISHED","2001","AMR","CAN","1912.5","1912.5",,,
"CYCU","WHS7_156","PUBLISHED","1997","AFR","NAM","141.5","141.5",,,
"CYCU","WHS7_156","PUBLISHED","2007","AFR","TZA","23.3","23.29",,,
"CYCU","WHS7_156","PUBLISHED","1997","SEAR","MDV","126.6","126.62",,,
"CYCU","WHS7_104","PUBLISHED","2012","EMR","SSD","10.6","10.61",,,
"CYCU","WHS7_104","PUBLISHED","2012","WPR","SLB","142.0","141.99",,,
"CYCU","WHS7_105","PUBLISHED","1999","WPR","CHN","95.1","95.13",,,
"CYCU","WHS7_105","PUBLISHED","2000","EUR","KAZ","203.7","203.73",,,
"CYCU","WHS7_108","PUBLISHED","2004","AFR","RWA","25.3","25.33",,,
"CYCU","WHS7_108","PUBLISHED","2007","AMR","CHL","405.4","405.41",,,
"CYCU","WHS7_105","PUBLISHED","2008","AFR","ZAF","813.7","813.73",,,
"CYCU","WHS7_104","PUBLISHED","2005","SEAR","NPL","5.2","5.17",,,
"CYCU","WHS7_105","PUBLISHED","2008","AFR","GIN","60.7","60.66",,,
"CYCU","WHS7_104","PUBLISHED","1995","AFR","STP","21.2","21.22",,,
"CYCU","WHS7_156","PUBLISHED","2001","AMR","CUB","177.9","177.88",,,
"CYCU","WHS7_104","PUBLISHED","1999","WPR","NIU","379.9","379.94",,,
"CYCU","WHS7_105","PUBLISHED","2011","EUR","TUR","1047.2","1047.17",,,
"CYCU","WHS7_156","PUBLISHED","2005","SEAR","BGD","12.9","12.92",,,
"CYCU","WHS7_156","PUBLISHED","1998","EUR","LVA","175.8","175.75",,,
"CYCU","WHS7_156","PUBLISHED","2010","EMR","SAU","663.5","663.48",,,
"CYCU","WHS7_156","PUBLISHED","2008","AFR","COD","14.6","14.56",,,
"CYCU","WHS7_105","PUBLISHED","2010","EMR","PAK","79.7","79.67",,,
"CYCU","WHS7_105","PUBLISHED","1996","EMR","SAU","473.3","473.26",,,
"CYCU","WHS7_104","PUBLISHED","2000","WPR","LAO","3.8","3.75",,,
"CYCU","WHS7_156","PUBLISHED","2012","AMR","GTM","240.4","240.35",,,
"CYCU","WHS7_104","PUBLISHED","2001","EUR","BIH","64.8","64.81",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","LVA","441.6","441.62",,,
"CYCU","WHS7_108","PUBLISHED","2002","AFR","LSO","41.1","41.12",,,
"CYCU","WHS7_156","PUBLISHED","2002","AMR","GTM","110.2","110.17",,,
"CYCU","WHS7_156","PUBLISHED","2000","WPR","COK","175.4","175.36",,,
"CYCU","WHS7_105","PUBLISHED","2007","WPR","FSM","395.8","395.8",,,
"CYCU","WHS7_108","PUBLISHED","2003","EUR","SRB","432.7","432.66",,,
"CYCU","WHS7_104","PUBLISHED","2007","EMR","LBN","172.1","172.09",,,
"CYCU","WHS7_104","PUBLISHED","2005","EMR","IRQ","36.9","36.9",,,
"CYCU","WHS7_104","PUBLISHED","1997","EMR","YEM","8.2","8.21",,,
"CYCU","WHS7_108","PUBLISHED","1996","AFR","KEN","18.3","18.34",,,
"CYCU","WHS7_156","PUBLISHED","1997","EUR","ESP","1062.6","1062.56",,,
"CYCU","WHS7_105","PUBLISHED","1999","EUR","TKM","127.3","127.27",,,
"CYCU","WHS7_105","PUBLISHED","2010","AFR","MRT","133.8","133.77",,,
"CYCU","WHS7_108","PUBLISHED","2008","WPR","LAO","21.8","21.76",,,
"CYCU","WHS7_105","PUBLISHED","2012","EMR","YEM","117.9","117.94",,,
"CYCU","WHS7_105","PUBLISHED","2005","AMR","JAM","284.7","284.73",,,
"CYCU","WHS7_156","PUBLISHED","2011","EUR","POL","915.4","915.37",,,
"CYCU","WHS7_104","PUBLISHED","2006","EUR","ESP","1696.6","1696.59",,,
"CYCU","WHS7_105","PUBLISHED","2003","EMR","SYR","201.5","201.54",,,
"CYCU","WHS7_156","PUBLISHED","2009","AFR","BDI","13.9","13.85",,,
"CYCU","WHS7_156","PUBLISHED","2005","EUR","TJK","16.4","16.43",,,
"CYCU","WHS7_108","PUBLISHED","2005","EUR","POL","593.6","593.61",,,
"CYCU","WHS7_105","PUBLISHED","2000","AMR","PRY","328.6","328.55",,,
"CYCU","WHS7_108","PUBLISHED","2009","EUR","SVK","1357.7","1357.68",,,
"CYCU","WHS7_104","PUBLISHED","2001","EUR","ARM","11.0","11.02",,,
"CYCU","WHS7_156","PUBLISHED","2011","EUR","KAZ","457.9","457.9",,,
"CYCU","WHS7_105","PUBLISHED","2007","AFR","CMR","97.4","97.42",,,
"CYCU","WHS7_105","PUBLISHED","2001","AFR","CAF","27.6","27.61",,,
"CYCU","WHS7_104","PUBLISHED","2000","AFR","COD","0.6","0.57",,,
"CYCU","WHS7_104","PUBLISHED","2009","AFR","SLE","9.5","9.46",,,
"CYCU","WHS7_156","PUBLISHED","2007","WPR","JPN","2801.3","2801.25",,,
"CYCU","WHS7_108","PUBLISHED","2001","EUR","CZE","970.4","970.41",,,
"CYCU","WHS7_104","PUBLISHED","1996","EMR","SYR","21.1","21.13",,,
"CYCU","WHS7_156","PUBLISHED","2007","EMR","EGY","84.9","84.93",,,
"CYCU","WHS7_105","PUBLISHED","2006","WPR","PHL","128.2","128.24",,,
"CYCU","WHS7_108","PUBLISHED","2004","WPR","BRN","1193.5","1193.52",,,
"CYCU","WHS7_105","PUBLISHED","2004","AFR","CIV","93.4","93.41",,,
"CYCU","WHS7_104","PUBLISHED","1995","AFR","ETH","1.4","1.41",,,
"CYCU","WHS7_108","PUBLISHED","2003","AMR","ARG","370.7","370.73",,,
"CYCU","WHS7_104","PUBLISHED","2006","AMR","KNA","298.3","298.33",,,
"CYCU","WHS7_108","PUBLISHED","2007","WPR","KOR","918.1","918.14",,,
"CYCU","WHS7_105","PUBLISHED","2011","AFR","NER","42.0","41.99",,,
"CYCU","WHS7_156","PUBLISHED","2003","AMR","GRD","358.9","358.92",,,
"CYCU","WHS7_108","PUBLISHED","2006","AMR","HTI","14.4","14.44",,,
